,Name,ID,State,Network,County,Elevation_feet,Latitude,Longitude
0,Adamsville,DADV,DE,DEOS,Kent,43,38.833,-75.683
1,Atglen,DWHW,DE,DEOS,Chester,663,39.917,-75.983
2,Bethany_Beach,DBNG,DE,DEOS,Sussex,7,38.55,-75.067
3,Blackbird,DBKB,DE,DEOS,New_Castle,41,39.383,-75.633
4,Blackiston,DBLK,DE,DEOS,Kent,56,39.233,-75.733
5,Bridgeville,DBRG,DE,DEOS,Sussex,36,38.717,-75.583
6,Chester_Springs,DWPK,DE,DEOS,Chester,354,40.083,-75.617
7,Claymont,DCLY,DE,DEOS,New_Castle,102,39.817,-75.45
8,Dagsboro,DDAG,DE,DEOS,Sussex,23,38.55,-75.233
9,Dover,DPAR,DE,DEOS,Kent,36,39.15,-75.5
10,Ellendale,DELN,DE,DEOS,Sussex,49,38.8,-75.433
11,Fair_Hill,DFHM,DE,DEOS,Chester,150,39.717,-75.833
12,Georgetown,DGES,DE,DEOS,Sussex,45,38.633,-75.45
13,Glasgow,DGLW,DE,DEOS,New_Castle,63,39.6,-75.733
14,Glenmoore,DSGM,DE,DEOS,Chester,620,40.067,-75.783
15,Greenville,DGRN,DE,DEOS,New_Castle,427,39.8,-75.6
16,Gumboro,DGUM,DE,DEOS,Sussex,43,38.483,-75.367
17,Harbeson,DWAR,DE,DEOS,Sussex,33,38.683,-75.25
18,Harrington,DHAR,DE,DEOS,Kent,55,38.917,-75.583
19,Hockessin,DHOC,DE,DEOS,New_Castle,253,39.783,-75.7
20,Hockessin,DMTC,DE,DEOS,New_Castle,294,39.783,-75.65
21,Jones_Crossroads,DJCR,DE,DEOS,Sussex,61,38.6,-75.433
22,Kennett_Square,DBUK1,DE,DEOS,Chester,347,39.817,-75.733
23,Kennett_Square,DLWG,DE,DEOS,Chester,460,39.867,-75.683
24,Kitts_Hummock,DSJR,DE,DEOS,Kent,8,39.083,-75.433
25,Laurel,DLAU,DE,DEOS,Sussex,29,38.533,-75.6
26,Long_Neck,DLNK,DE,DEOS,Sussex,10,38.617,-75.117
27,Marshallton,DWBD,DE,DEOS,Chester,335,39.95,-75.717
28,Milford,DMIL,DE,DEOS,Sussex,40,38.883,-75.433
29,Newark,DAGF,DE,DEOS,New_Castle,106,39.667,-75.75
30,Nottingham,DNOT,DE,DEOS,Chester,440,39.75,-76.05
31,Sandtown,DSND,DE,DEOS,Kent,55,39.033,-75.733
32,Seaford,DSEA,DE,DEOS,Sussex,43,38.65,-75.7
33,Smyrna,DSMY,DE,DEOS,Kent,21,39.283,-75.583
34,Stockley,DSTK,DE,DEOS,Sussex,31,38.633,-75.317
35,Townsend,DTOW,DE,DEOS,New_Castle,69,39.383,-75.75
36,Warwick,DWWK,DE,DEOS,Chester,407,40.167,-75.733
37,West_Chester,DWCH,DE,DEOS,Chester,417,39.967,-75.583
38,West_Grove,DSCR,DE,DEOS,Chester,648,39.867,-75.85
39,White_Clay_Creek,DWCC,DE,DEOS,New_Castle,279,39.733,-75.733
40,Wilmington,DCHI,DE,DEOS,New_Castle,9,39.733,-75.517
41,Woodside,DWDS,DE,DEOS,Kent,46,39.067,-75.633
42,Belleville,FRM,IL,ICN,St._Clair,436,38.518,-89.842
43,Big_Bend,BBC,IL,ICN,Whiteside,597,41.634,-90.039
44,Bondville,BVL,IL,ICN,Champaign,699,40.053,-88.372
45,Brownstown,BRW,IL,ICN,Fayette,581,38.949,-88.96
46,Carbondale,SIU,IL,ICN,Jackson,449,37.7,-89.244
47,Champaign,CMI,IL,ICN,Champaign,719,40.084,-88.24
48,DeKalb,DEK,IL,ICN,DeKalb,869,41.842,-88.851
49,Dixon_Springs,DXS,IL,ICN,Pope,541,37.437,-88.667
50,Fairfield,FAI,IL,ICN,Wayne,446,38.382,-88.39
51,Freeport,FRE,IL,ICN,Stephenson,869,42.28,-89.673
52,Monmouth,MON,IL,ICN,Warren,751,40.933,-90.724
53,Olney,OLN,IL,ICN,Richland,440,38.738,-88.103
54,Peoria,ICC,IL,ICN,Tazewell,679,40.709,-89.511
55,Perry,ORR,IL,ICN,Pike,676,39.806,-90.824
56,Rend_Lake,RND,IL,ICN,Jefferson,427,38.136,-88.923
57,Snicarte,SNI,IL,ICN,Mason,466,40.106,-90.182
58,Springfield,LLC,IL,ICN,Sangamon,581,39.727,-89.611
59,St._Charles,STC,IL,ICN,Kane,741,41.905,-88.361
60,Stelle,STE,IL,ICN,Ford,692,40.95,-88.159
61,Adel,REFI4,IA,IEM,Dallas,942,41.59,-94.13
62,Ames_ISU_AEA_AgFarm,BOOI4,IA,IEM,Boone,1099,42.02,-93.77
63,Ames_ISU_Hort_Farm,AEEI4,IA,IEM,Story,991,42.11,-93.58
64,Ames_ISU_Hort_Farm_(Vineyard),AHTI4,IA,IEM,Story,1004,42.11,-93.59
65,Bankston_-_Park_Farm_Winery_(Vineyard),BNKI4,IA,IEM,Dubuque,1006,42.52,-90.91
66,Calumet,CAMI4,IA,IEM,Obrien,1434,42.93,-95.54
67,Castana,CNAI4,IA,IEM,Monona,1384,42.06,-95.83
68,CEA_Site_near_Ocheyedan,SBEI4,IA,IEM,Osceola,1565,43.37,-95.64
69,Cedar_Rapids,CIRI4,IA,IEM,Linn,769,41.91,-91.62
70,Chariton,CHAI4,IA,IEM,Lucas,1058,40.97,-93.42
71,Crawfordsville,CRFI4,IA,IEM,Louisa,724,41.19,-91.48
72,Doon,DONI4,IA,IEM,Lyon,1355,43.3,-96.19
73,Glenwood_-_Blackwing_Vineyard,GVNI4,IA,IEM,Mills,1205,41.04,-95.77
74,Greenfield,GREI4,IA,IEM,Adair,1360,41.28,-94.45
75,Inwood_-_Calico_Skies_Winery,CSII4,IA,IEM,Lyon,1387,43.31,-96.5
76,Kanawha,KNAI4,IA,IEM,Hancock,1191,42.92,-93.79
77,Lewis,OKLI4,IA,IEM,Pottawattamie,1298,41.31,-95.17
78,Muscatine,FRUI4,IA,IEM,Muscatine,560,41.36,-91.13
79,Nashua,NASI4,IA,IEM,Floyd,1046,42.94,-92.57
80,Newell,NWLI4,IA,IEM,Buena_Vista,1260,42.59,-95.01
81,Oskaloosa_Tassel_Ridge_(Vineyard),OSTI4,IA,IEM,Mahaska,810,41.32,-92.65
82,Wellman,WMNI4,IA,IEM,Washington,804,41.48,-91.87
83,West_Point,WTPI4,IA,IEM,Lee,750,40.76,-91.42
84,Ashland_Bottoms,Ashland_Bottoms,KS,KSRE,Riley,1065,39.126,-96.637
85,Butler,Butler,KS,KSRE,Butler,1315,37.804,-96.883
86,Cairo,Cairo,KS,KSRE,Pratt,1722,37.65,-98.555
87,Cherokee,Cherokee,KS,KSRE,Cherokee,864,37.199,-94.981
88,Cheyenne,Cheyenne,KS,KSRE,Cheyenne,3654,39.633,-101.816
89,Clay,Clay,KS,KSRE,Clay,1274,39.418,-97.14
90,Colby,Colby,KS,KSRE,Thomas,3190,39.392,-101.069
91,Cullison,Cullison,KS,KSRE,Pratt,2037,37.631,-98.905
92,Garden_City,Garden_City,KS,KSRE,Finney,2894,37.993,-100.812
93,Grant,Grant,KS,KSRE,Grant,3065,37.673,-101.372
94,Gray,Gray,KS,KSRE,Gray,2606,37.792,-100.297
95,Great_Bend,Great_Bend,KS,KSRE,Barton,1922,38.364,-98.765
96,Greensburg,Greensburg,KS,KSRE,Kiowa,2235,37.603,-99.293
97,Gypsum,Gypsum,KS,KSRE,Saline,1224,38.725,-97.444
98,Hamilton,Hamilton,KS,KSRE,Hamilton,3241,37.996,-101.865
99,Harper,Harper,KS,KSRE,Harper,1403,37.065,-98.085
100,Harvey,Harvey,KS,KSRE,Harvey,1447,38.141,-97.642
101,Haskell,Haskell,KS,KSRE,Haskell,3067,37.659,-101.027
102,Hays,Hays,KS,KSRE,Ellis,2030,38.849,-99.345
103,Haysville,Haysville,KS,KSRE,Sedgwick,1242,37.52,-97.312
104,Hiawatha,Hiawatha,KS,KSRE,Brown,1012,39.842,-95.482
105,Hill_City,Hill_City,KS,KSRE,Graham,2182,39.372,-99.831
106,Hodgeman,Hodgeman,KS,KSRE,Hodgeman,2349,38.101,-99.902
107,Hutchinson,Hutchinson,KS,KSRE,Reno,1526,37.931,-98.027
108,Hutchinson_10SW,Hutchinson_10SW,KS,KSRE,Reno,1570,37.931,-98.02
109,Jewell,Jewell,KS,KSRE,Jewell,1772,39.683,-98.213
110,La_Crosse,La_Crosse,KS,KSRE,Rush,2053,38.541,-99.281
111,Lake_City,Lake_City,KS,KSRE,Barber,1671,37.309,-98.794
112,Lakin,Lakin,KS,KSRE,Kearny,2995,37.894,-101.233
113,Lane,Lane,KS,KSRE,Lane,2862,38.599,-100.471
114,Leoti,Leoti,KS,KSRE,Wichita,3286,38.483,-101.328
115,Lewis,Lewis,KS,KSRE,Edwards,2717,37.936,-99.253
116,Lorraine,Lorraine,KS,KSRE,Ellsworth,1778,38.558,-98.352
117,Macksville,Macksville,KS,KSRE,Stafford,2035,37.959,-98.969
118,Manhattan,Manhattan,KS,KSRE,Riley,1090,39.209,-96.592
119,McPherson,McPherson,KS,KSRE,McPherson,1480,38.364,-97.7
120,McPherson_1S,McPherson_1S,KS,KSRE,McPherson,1486,38.345,-97.663
121,Meade,Meade,KS,KSRE,Meade,2355,37.135,-100.396
122,Miami,Miami,KS,KSRE,Miami,956,38.592,-94.848
123,Mitchell,Mitchell,KS,KSRE,Mitchell,1487,39.437,-98.21
124,Mobile_Station,Mobile_Station,KS,KSRE,Mobile,2933,37.773,-100.953
125,Ness_City,Ness_City,KS,KSRE,Ness,2224,38.386,-99.856
126,North_Reno,North_Reno,KS,KSRE,Reno,1591,38.122,-98.009
127,Olathe,Olathe,KS,KSRE,Johnson,931,38.883,-94.991
128,Osage,Osage,KS,KSRE,Osage,991,38.697,-95.609
129,Osborne,Osborne,KS,KSRE,Osborne,1608,39.454,-98.703
130,Ottawa_2SE,Ottawa_2SE,KS,KSRE,Franklin,968,38.543,-95.249
131,Overbrook,Overbrook,KS,KSRE,Osage,1115,38.717,-95.516
132,Parsons,Parsons,KS,KSRE,Labette,944,37.369,-95.288
133,Radium,Radium,KS,KSRE,Stafford,1978,38.174,-98.893
134,Richfield,Richfield,KS,KSRE,Morton,3430,37.259,-101.792
135,Rock_Springs,Rock_Springs,KS,KSRE,Dickinson,1201,38.867,-96.903
136,Rocky_Ford,Rocky_Ford,KS,KSRE,Riley,1044,39.232,-96.58
137,Rossville,Rossville,KS,KSRE,Shawnee,907,39.116,-95.926
138,Rozel,Rozel,KS,KSRE,Pawnee,2073,38.196,-99.403
139,Satanta,Satanta,KS,KSRE,Seward,2886,37.305,-100.887
140,Scandia,Scandia,KS,KSRE,Republic,1500,39.829,-97.839
141,Sedan,Sedan,KS,KSRE,Chautauqua,994,37.165,-96.228
142,Sedgwick,Sedgwick,KS,KSRE,Sedgwick,1416,37.89,-97.632
143,Sheridan,Sheridan,KS,KSRE,Sheridan,2897,39.357,-100.61
144,Sherman,Sherman,KS,KSRE,Sherman,3792,39.281,-101.819
145,Silver_Lake,Silver_Lake,KS,KSRE,Shawnee,888,39.078,-95.771
146,South_Reno,South_Reno,KS,KSRE,Reno,1565,37.799,-98.005
147,Spearville,Spearville,KS,KSRE,Ford,2319,37.902,-99.87
148,St_John,St_John,KS,KSRE,Stafford,1925,37.957,-98.748
149,Stafford,Stafford,KS,KSRE,Stafford,1858,37.962,-98.601
150,Stanton,Stanton,KS,KSRE,Stanton,3280,37.614,-101.728
151,Sterling,Sterling,KS,KSRE,Rice,1640,38.21,-98.207
152,Stevens,Stevens,KS,KSRE,Stevens,3108,37.352,-101.355
153,Tribune,Tribune,KS,KSRE,Greeley,3637,38.466,-101.775
154,Tribune_6NE,Tribune_6NE,KS,KSRE,Greeley,3564,38.53,-101.664
155,Viola,Viola,KS,KSRE,Sumner,1357,37.46,-97.625
156,Wallace,Wallace,KS,KSRE,Wallace,3708,38.82,-101.853
157,Washington,Washington,KS,KSRE,Washington,1373,39.782,-97.055
158,Woodson,Woodson,KS,KSRE,Woodson,1109,37.861,-95.784
159,Albany,alb,MO,MoAWD,Gentry,875,40.24,-94.34
160,Columbia-Capen_Park,cap,MO,MoAWD,Boone,597,38.93,-92.32
161,Portageville,pvl,MO,MoAWD,Pemiscot,275,36.41,-89.7
162,Versailles,ver,MO,MoAWD,Morgan,941,38.43,-92.85
163,Bowman,Bowman,ND,NDAWN,Bowman,3032,46.2,-103.47
164,Campbell,Campbell,ND,NDAWN,Campbell,1005,46.06,-96.37
165,Carrington,Carrington,ND,NDAWN,Carrington,1561,47.51,-99.13
166,Fargo,Fargo,ND,NDAWN,Fargo,902,46.9,-96.81
167,Fox,Fox,ND,NDAWN,Fox,1040,48.88,-95.85
168,Grafton,Grafton,ND,NDAWN,Grafton,801,48.41,-97.19
169,Grand_Forks,Grand_Forks,ND,NDAWN,Grand_Forks,846,47.84,-97.07
170,Hillsboro,Hillsboro,ND,NDAWN,Hillsboro,886,47.35,-96.92
171,Langdon,Langdon,ND,NDAWN,Langdon,1616,48.76,-98.34
172,Mavie,Mavie,ND,NDAWN,Mavie,1168,48.12,-95.97
173,Mooreton,Mooreton,ND,NDAWN,Mooreton,985,46.22,-96.89
174,Pekin,Pekin,ND,NDAWN,Pekin,1506,47.81,-98.31
175,Sabin,Sabin,ND,NDAWN,Sabin,919,46.79,-96.61
176,Waukon,Waukon,ND,NDAWN,Waukon,1165,47.33,-96.13
177,Williston,Williston,ND,NDAWN,Williston,2132,48.13,-103.74
178,Alexander,pic,CA,NOAA_HMT,Sonoma,190,38.68,-122.82
179,Alta,ata,CA,NOAA_HMT,Placer,3438,39.2,-120.82
180,Arnold,and,CA,NOAA_HMT,Calaveras,3885,38.24,-120.36
181,Astoria,ast,OR,NOAA_HMT,Clatsop,10,46.16,-123.88
182,Baker_(P618),bkr,CA,NOAA_HMT,San_Bernardino,846,35.14,-116.1
183,Barstow,bsr,CA,NOAA_HMT,San_Bernardino,2116,34.92,-117.01
184,Big_Bend,bbd,CA,NOAA_HMT,Placer,5755,39.31,-120.52
185,Black_Butte_Lake,bbl,CA,NOAA_HMT,Tehama,525,39.81,-122.37
186,Black_Oak,boc,AZ,NOAA_HMT,Santa_Cruz,5138,31.56,-110.54
187,Blue_Canyon,blu,CA,NOAA_HMT,Placer,5262,39.28,-120.71
188,Bodega_Bay,bby,CA,NOAA_HMT,Sonoma,49,38.32,-123.07
189,BodegaHead_(P183),bdh,CA,NOAA_HMT,Sonoma,33,38.31,-123.07
190,Bonneville_Dam,bnv,OR,NOAA_HMT,Multnomah,36,45.64,-121.96
191,Boulder,skg,CO,NOAA_HMT,Boulder,5486,39.99,-105.26
192,Boundary_Air_(P025),bna,ID,NOAA_HMT,Boundary,2283,48.73,-116.29
193,Bridgeville,bve,CA,NOAA_HMT,Humboldt,673,40.47,-123.79
194,Burnt_Ridge_(P188),brg,CA,NOAA_HMT,Sonoma,787,38.67,-123.23
195,Calavera_(P309z),cva,CA,NOAA_HMT,San_Joaquin,135,38.09,-120.95
196,Camino,cmn,CA,NOAA_HMT,El_Dorado,3301,38.74,-120.66
197,CaminoSubs_(P625),cos,CA,NOAA_HMT,San_Bernardino,1991,34.84,-114.97
198,Cazadero,czc,CA,NOAA_HMT,Sonoma,1568,38.61,-123.22
199,CedarCyn_(P298),ccy,CA,NOAA_HMT,Fresno,164,36.02,-120.29
200,Central,ctl,CA,NOAA_HMT,Monterey,4767,36.3,-121.71
201,Chico,cco,CA,NOAA_HMT,Butte,138,39.7,-121.91
202,Clayton,cyn,CA,NOAA_HMT,Contra_Costa,659,37.9,-121.86
203,Cloverdale_-_North,cln,CA,NOAA_HMT,Sonoma,325,38.83,-123.02
204,CoDeTierra_(P177),cdt,CA,NOAA_HMT,San_Mateo,236,37.53,-122.5
205,Colfax,cfc,CA,NOAA_HMT,Placer,2110,39.08,-120.94
206,Colfax,cfx,CA,NOAA_HMT,Placer,2398,39.09,-120.95
207,Colfax(FMCW),cff,CA,NOAA_HMT,Placer,2113,39.08,-120.94
208,Coos_Bay_(P365),csb,OR,NOAA_HMT,Coos,89,43.4,-124.25
209,Corona_(CNPP),cna,CA,NOAA_HMT,Riverside,984,33.86,-117.61
210,CrazyCreek_(P206),cyc,CA,NOAA_HMT,Lake,928,38.78,-122.58
211,Delano_Air_(P565),doa,CA,NOAA_HMT,Kern,207,35.74,-119.24
212,DRI_Reno_(P090),drn,NV,NOAA_HMT,Washoe,5010,39.57,-119.79
213,Dry_Lind_(P020),dyl,WA,NOAA_HMT,Adams,1575,47.0,-118.57
214,Duece_Club_(P015),duc,AZ,NOAA_HMT,Navajo,6332,34.26,-110.01
215,Dungeness_(P436),dgs,WA,NOAA_HMT,Clallam,627,48.05,-123.13
216,El_Centro,elo,CA,NOAA_HMT,Imperial,-20,32.75,-115.6
217,Elgin,elg,AZ,NOAA_HMT,Santa_Cruz,4826,31.59,-110.51
218,Fairbank,fbk,AZ,NOAA_HMT,Cochise,3852,31.72,-110.19
219,Finch_Farms_(P268),ffm,CA,NOAA_HMT,Yolo,23,38.47,-121.65
220,Foot_Hill_(P422),fth,ID,NOAA_HMT,Latah,2769,46.8,-116.98
221,Foresthill,fhl,CA,NOAA_HMT,Placer,3415,39.04,-120.8
222,Forestville,sho,CA,NOAA_HMT,Sonoma,240,38.5,-122.88
223,Forks,fks,WA,NOAA_HMT,Clallam,312,47.97,-124.4
224,Freeman_Springs,fms,AZ,NOAA_HMT,Santa_Cruz,5036,31.57,-110.55
225,Fremont_WAAS,zoa,CA,NOAA_HMT,Alameda,92,37.54,-122.02
226,FT._HUACHUCA,fha,AZ,NOAA_HMT,Cochise,4902,31.49,-110.3
227,Geyserville,hof,CA,NOAA_HMT,Sonoma,217,38.72,-122.91
228,Geyserville_-_Northeast,gsn,CA,NOAA_HMT,Sonoma,223,38.72,-122.9
229,Geyserville_-_West,gsw,CA,NOAA_HMT,Sonoma,190,38.7,-122.97
230,Geyserville-West,gym,CA,NOAA_HMT,Sonoma,259,38.71,-122.95
231,Gilroy,gry,CA,NOAA_HMT,Santa_Clara,896,37.07,-121.48
232,Glamis_Peak_(CMPK),gmp,CA,NOAA_HMT,Imperial,1939,33.05,-114.83
233,Graton_Southeast,gtt,CA,NOAA_HMT,Sonoma,164,38.42,-122.85
234,Graton-South,dut,CA,NOAA_HMT,Sonoma,135,38.41,-122.86
235,Happy_Camp,hcp,CA,NOAA_HMT,Siskiyou,1201,41.79,-123.39
236,Healdsburg,hbg,CA,NOAA_HMT,Sonoma,230,38.65,-122.87
237,Healdsburg_Northeast,hdn,CA,NOAA_HMT,Sonoma,167,38.65,-122.81
238,Healdsburg_South,hds,CA,NOAA_HMT,Sonoma,89,38.59,-122.87
239,High_Vista,hvi,CA,NOAA_HMT,Los_Angeles,3159,34.76,-117.8
240,Hodgdon_Meadow,hdm,CA,NOAA_HMT,Tuolumne,4580,37.8,-119.86
241,HopkinSlgh_(P270),hns,CA,NOAA_HMT,Colusa,-39,39.24,-122.06
242,Hopland,hld,CA,NOAA_HMT,Mendocino,538,39.0,-123.12
243,Hopland,hop,CA,NOAA_HMT,Mendocino,830,39.0,-123.09
244,Hopland_-_North,hln,CA,NOAA_HMT,Mendocino,548,39.06,-123.15
245,Hopland_-_Northeast,hle,CA,NOAA_HMT,Mendocino,551,38.98,-123.09
246,Hornbrook,hbk,CA,NOAA_HMT,Siskiyou,2346,41.9,-122.57
247,Howard_Hanson_Dam,hhd,WA,NOAA_HMT,King,1230,47.28,-121.78
248,Humboldt_(P058),hmb,CA,NOAA_HMT,Humboldt,69,40.88,-124.07
249,Humptulips,hts,WA,NOAA_HMT,Grays_Harbor,2398,47.37,-123.76
250,Huysink,hys,CA,NOAA_HMT,Placer,6608,39.28,-120.53
251,Independence,idp,CA,NOAA_HMT,Inyo,3924,36.8,-118.2
252,Irvine,irv,CA,NOAA_HMT,Orange,400,33.69,-117.73
253,Jacumba_(P066),jcb,CA,NOAA_HMT,San_Diego,2700,32.62,-116.17
254,Kellog,klg,CA,NOAA_HMT,Sonoma,495,38.62,-122.67
255,Kernville,knv,CA,NOAA_HMT,Kern,2677,35.75,-118.42
256,Klamath_(P316),klm,CA,NOAA_HMT,Del_Norte,771,41.56,-124.09
257,La_Grande_(P022),lgr,OR,NOAA_HMT,Union,2913,45.23,-118.01
258,La_Quinta_(P491),lqt,CA,NOAA_HMT,Riverside,13,33.58,-116.23
259,Lacrosse_Drive_(P217),lcd,CA,NOAA_HMT,Santa_Clara,344,37.1,-121.65
260,Lake_Sonoma,lsn,CA,NOAA_HMT,Sonoma,1299,38.72,-123.05
261,LarkinVly_(P212),lnv,CA,NOAA_HMT,Santa_Cruz,118,36.96,-121.86
262,Leesville,lve,CA,NOAA_HMT,Colusa,1430,39.18,-122.44
263,Leggett,leg,CA,NOAA_HMT,Mendocino,896,39.88,-123.72
264,Leggett_(P315),lgt,CA,NOAA_HMT,Mendocino,846,39.86,-123.72
265,Lester,ltr,WA,NOAA_HMT,King,1476,47.21,-121.49
266,Llano_Grand_(P174),log,CA,NOAA_HMT,Monterey,1322,36.3,-121.05
267,Lockwood,lwd,CA,NOAA_HMT,Monterey,974,35.94,-121.11
268,Los_Angeles_WAAS,zla,CA,NOAA_HMT,Los_Angeles,2608,34.6,-118.08
269,Los_Gatos,lgs,CA,NOAA_HMT,Santa_Cruz,2549,37.26,-122.13
270,Los_Osos,lso,CA,NOAA_HMT,San_Luis_Obispo,3527,35.3,-120.86
271,Lytton,rvo,CA,NOAA_HMT,Sonoma,180,38.67,-122.85
272,McCall_Air_(P023),mca,ID,NOAA_HMT,Valley,4993,44.9,-116.1
273,McKinleyville,acv,CA,NOAA_HMT,Humboldt,184,40.97,-124.11
274,MeachumLfl_(P196),mhl,CA,NOAA_HMT,Sonoma,400,38.3,-122.74
275,Mendota_(P304),mta,CA,NOAA_HMT,Fresno,164,36.74,-120.36
276,Middletown,mdt,CA,NOAA_HMT,Sonoma,3189,38.75,-122.71
277,Mills_Creek_(P176),mck,CA,NOAA_HMT,San_Mateo,1529,37.47,-122.36
278,Miramar,mrm,CA,NOAA_HMT,San_Diego,413,32.9,-117.1
279,Montgomery_Creek,mgc,CA,NOAA_HMT,Shasta,3501,40.87,-121.89
280,Montrose_(P029),mnt,CO,NOAA_HMT,Montrose,8058,38.44,-107.64
281,Moreno_Valley,mrv,CA,NOAA_HMT,Riverside,1483,33.87,-117.22
282,Nevada_City,nvc,CA,NOAA_HMT,Nevada,3461,39.39,-120.98
283,New_Exchequer_Dam,ner,CA,NOAA_HMT,Mariposa,850,37.6,-120.28
284,Niland,nld,CA,NOAA_HMT,Imperial,-79,33.42,-115.69
285,Norden,ndn,CA,NOAA_HMT,Nevada,6900,39.33,-120.37
286,North_Bend,oth,OR,NOAA_HMT,Coos,16,43.42,-124.24
287,Occidental,ocl,CA,NOAA_HMT,Sonoma,279,38.38,-122.94
288,Old_Mammoth_(P630),omm,CA,NOAA_HMT,Mono,9072,37.61,-119.0
289,O'Neals,ons,CA,NOAA_HMT,Madera,2244,37.2,-119.57
290,Onion_Creek,ocr,CA,NOAA_HMT,Placer,6188,39.27,-120.36
291,Ontario,ont,CA,NOAA_HMT,San_Bernardino,919,34.06,-117.58
292,Orick,ork,CA,NOAA_HMT,Humboldt,1293,41.22,-124.05
293,Oroville,ove,CA,NOAA_HMT,Butte,184,39.51,-121.63
294,Oroville,ovl,CA,NOAA_HMT,Butte,374,39.53,-121.49
295,Pasadena,jpl,CA,NOAA_HMT,Los_Angeles,1503,34.2,-118.17
296,Paynes_Creek,pck,CA,NOAA_HMT,Tehama,1831,40.33,-121.92
297,Pico_Blanco,pob,CA,NOAA_HMT,Monterey,3310,36.32,-121.81
298,PigeonPt_(P277),pnp,CA,NOAA_HMT,San_Mateo,377,37.19,-122.37
299,Pine_Flat_Dam,pfd,CA,NOAA_HMT,Fresno,604,36.83,-119.33
300,Planada_(P305),pld,CA,NOAA_HMT,Mariposa,420,37.35,-120.2
301,Platteville,pvl,CO,NOAA_HMT,Weld,4931,40.18,-104.73
302,Plymouth,pmh,NH,NOAA_HMT,Grafton,541,43.76,-71.69
303,Point_Arena_(P059),pan,CA,NOAA_HMT,Mendocino,69,38.93,-123.73
304,Point_Loma,ptl,CA,NOAA_HMT,San_Diego,33,32.67,-117.24
305,Point_Sal_(P513),pns,CA,NOAA_HMT,Santa_Barbara,935,34.91,-120.65
306,Point_Sur,pts,CA,NOAA_HMT,Monterey,33,36.3,-121.89
307,Porterville_(P056),prv,CA,NOAA_HMT,Tulare,436,36.03,-119.06
308,Potter_Valley,pov,CA,NOAA_HMT,Mendocino,1001,39.35,-123.14
309,Potter_Valley,ptv,CA,NOAA_HMT,Mendocino,994,39.34,-123.14
310,Potter_Valley_-_Central,pvc,CA,NOAA_HMT,Mendocino,948,39.32,-123.1
311,Potter_Valley_-_West,pvw,CA,NOAA_HMT,Mendocino,1699,39.32,-123.18
312,Redwood_Valley_-_East,rve,CA,NOAA_HMT,Mendocino,1706,39.31,-123.19
313,Redwood_Valley_-_North,rvn,CA,NOAA_HMT,Mendocino,965,39.34,-123.23
314,Redwood_Valley_-_West,rvw,CA,NOAA_HMT,Mendocino,2070,39.3,-123.26
315,Rio_Nido,rod,CA,NOAA_HMT,Sonoma,128,38.51,-122.96
316,Rose_Lodge_(P395),rsl,OR,NOAA_HMT,Lincoln,174,45.02,-123.86
317,Saint_Helena,sth,CA,NOAA_HMT,Napa,443,38.55,-122.49
318,San_Bernardino,sbo,CA,NOAA_HMT,San_Bernardino,1975,34.2,-117.34
319,San_Luis_Reservoir,slr,CA,NOAA_HMT,Merced,266,37.06,-121.07
320,Santa_Barbara,sba,CA,NOAA_HMT,Santa_Barbara,7,34.43,-119.85
321,Santa_Margarita,stm,CA,NOAA_HMT,San_Luis_Obispo,1647,35.38,-120.19
322,Santa_Rosa,str,CA,NOAA_HMT,Sonoma,105,38.52,-122.8
323,Santa_Rosa_-_Northeast,stn,CA,NOAA_HMT,Sonoma,515,38.5,-122.7
324,Santa_Rosa_Northwest,srn,CA,NOAA_HMT,Sonoma,223,38.51,-122.88
325,SantaLucia_(P171),stl,CA,NOAA_HMT,Monterey,1877,36.49,-121.79
326,SDSU_Center_(P499),dsc,CA,NOAA_HMT,Imperial,243,32.98,-115.49
327,Sebastopol,bto,CA,NOAA_HMT,Sonoma,95,38.42,-122.81
328,Shasta_Dam,std,CA,NOAA_HMT,Shasta,663,40.72,-122.43
329,Sibley_Volcano_(P224),svc,CA,NOAA_HMT,Alameda,1440,37.86,-122.22
330,Sisters_HSL_(P387),ssh,OR,NOAA_HMT,Deschutes,3159,44.3,-121.57
331,SJExpRange_(P725),ser,CA,NOAA_HMT,Madera,1184,37.09,-119.75
332,Soledad,sld,CA,NOAA_HMT,Monterey,194,36.46,-121.38
333,Somis_(P729),sms,CA,NOAA_HMT,Ventura,397,34.26,-119.1
334,Spanish_Flat,snf,CA,NOAA_HMT,Napa,702,38.54,-122.23
335,Spider_Rock_(P011),spr,AZ,NOAA_HMT,Apache,5673,36.15,-109.52
336,Springville,spv,CA,NOAA_HMT,Tulare,1476,36.19,-118.8
337,Stafford_CR_(P398),sfr,WA,NOAA_HMT,Grays_Harbor,79,46.93,-123.92
338,SycamorSlg_(P272),srl,CA,NOAA_HMT,Colusa,-39,39.15,-121.94
339,Three_Peaks,tpk,CA,NOAA_HMT,Monterey,3350,35.85,-121.31
340,Troutdale,tde,OR,NOAA_HMT,Multnomah,39,45.55,-122.39
341,Twitchell_Island,tci,CA,NOAA_HMT,Sacramento,0,38.1,-121.65
342,Ukiah_-_East,uke,CA,NOAA_HMT,Mendocino,594,39.15,-123.19
343,Ukiah_North,ukn,CA,NOAA_HMT,Mendocino,659,39.19,-123.21
